Names,Age,Total_Purchase,Account_Manager,Years,Num_Sites,Onboard_date,Location,Company,Churn
Catherine Martin,32.0,12142.99,0,5.01,7.0,2013-07-04 23:28:04,"75224 Powell Point Apt. 653
Lake Norma, AZ 05753",Lee Inc,0
Amber Carr,44.0,10965.95,1,4.11,8.0,2012-07-03 18:49:25,"95266 Mary Fort
West Kennethmouth, WV 43523","Davis, Mccormick and Carson",0
Brenda Walls,51.0,10877.81,1,8.35,8.0,2006-05-10 04:40:16,"078 Nunez Haven Suite 032
East Bradley, SC 36621-1197","Jones, Black and Schneider",0
Carol Young,38.0,7491.55,0,5.66,12.0,2015-07-28 21:21:12,"31037 Gregory Creek
Brooksmouth, FL 10099",Dunn LLC,0
James Shah,47.0,9324.49,1,4.91,6.0,2007-11-28 21:26:52,"66256 Danielle Ford
New Maureen, MS 47550","Wilson, Collins and Lee",0
Julie Mitchell,45.0,9034.21,0,6.89,9.0,2011-06-20 01:07:56,"8195 Alan Junctions
Lake Angela, SC 48151-1612",Jenkins-Johnson,0
Martha Green,54.0,11856.28,0,6.19,8.0,2014-03-14 17:28:59,"USCGC Patrick
FPO AP 72386","Anderson, Webb and Gordon",0
John Long,41.0,9191.02,1,5.89,9.0,2013-06-10 16:50:14,"3142 Michael Shores Apt. 648
Port Kyleview, MA 08135-5259","Hernandez, Peck and Martin",0
Ricky Stewart,41.0,10617.16,0,6.26,8.0,2006-04-28 11:11:54,"927 Joseph Lights
Lake Anthonyborough, ID 34724","Sutton, Black and Tate",0
Cassandra Proctor,49.0,11321.2,0,4.89,10.0,2006-03-07 00:11:21,"1780 Sherry Circle
Ruizbury, WI 73815-9062","Smith, Moran and Gonzales",0
Kenneth James,41.0,15516.52,0,3.53,10.0,2016-01-07 07:31:58,"Unit 7222 Box 4339
DPO AP 13281",Wright Group,0
Shawn Hughes,52.0,5647.92,0,5.08,8.0,2009-03-16 00:10:13,"89503 Hurley Wells Suite 603
Port Garrettmouth, MI 00879",Powell-Medina,0
Kim Adams,30.0,8677.28,1,7.31,7.0,2006-10-13 13:08:25,"766 Vanessa Villages
West Michelle, VA 51730","Wiley, Macdonald and Lewis",0
Katie Wagner,43.0,15423.03,1,2.41,7.0,2007-05-26 03:19:15,"4331 Tyler Fall
Williamfurt, NC 10542-4839","Galloway, Thornton and Diaz",0
Joshua Cole,38.0,8097.01,0,4.32,7.0,2011-12-15 07:22:56,"65431 Elizabeth Rest Apt. 912
Lake Stephanie, SD 65477-1657",Miller LLC,0
Tony Mathews,47.0,9148.74,1,6.38,8.0,2012-03-26 06:23:51,"8471 Jason Spur
Jasminemouth, AL 19070","Navarro, Williams and Escobar",0
Andrew Kent,45.0,12374.97,0,4.66,7.0,2011-12-24 17:00:01,"79904 Jacobson Wells Apt. 852
Josephfort, NV 94414","Briggs, Cross and Norris",0
Nancy Riley,36.0,8646.72,0,6.33,8.0,2007-04-23 20:03:58,"65795 Shepard Flats
New Sheila, NJ 22914-4957","Thompson, Mendez and Morales",0
Dr. Tina Le,53.0,10338.09,1,5.07,7.0,2007-04-07 09:21:14,"94016 Hill Village Suite 984
New Kristyfort, TN 68508-8351",Steele LLC,0
Jonathan Brown,38.0,13019.89,1,6.65,8.0,2011-01-24 12:28:51,"073 Ryan Haven Suite 323
New Jonathan, DC 25812-0853",Munoz-Pearson,0
Amy Baldwin,41.0,13743.42,0,3.92,9.0,2009-11-01 10:37:02,"596 Erica Route Apt. 258
New Janice, IN 57273",Morgan-Garcia,0
Gary Bryant,39.0,8646.2,0,2.94,9.0,2010-07-21 16:56:35,"636 John Road Suite 304
Morrisonshire, MN 04090-3035",Newman-Phillips,0
Jeffrey Thompson,42.0,6523.74,0,2.71,8.0,2013-06-06 03:51:01,"7280 Douglas River Apt. 701
Suzanneport, KS 56534","Peters, Rodriguez and Smith",0
Johnny Watts,56.0,8626.48,1,5.07,7.0,2011-06-13 05:25:22,"62761 Edwin Overpass
Joshuabury, PA 98754-4095","Jacobs, Martinez and Bond",0
Stephanie Juarez,41.0,5191.08,0,6.29,7.0,2016-12-07 02:57:32,"026 Brown Springs Suite 306
Lindsayville, MD 06840","Gonzalez, Willis and Moody",0
James Velazquez,38.0,7097.52,1,4.68,6.0,2009-08-11 09:43:19,"91449 Warren Land
Hallberg, SD 39520-2416","Williams, Wilcox and Mitchell",0
Erin Hall,41.0,13277.82,0,4.84,9.0,2009-02-21 05:30:35,"43775 Michael Curve Apt. 937
South Patricia, MN 13454-1801",Lawson-Carter,0
Justin Campos,53.0,3263.0,1,2.77,9.0,2013-11-11 22:49:58,"3483 Davis Viaduct
Guzmanmouth, RI 60858",Hall-Butler,0
Jessica Flores,52.0,14669.61,0,6.28,9.0,2012-08-30 14:53:07,"38975 Jennifer Harbor Apt. 491
West Cody, WA 38692-1960",Wright Ltd,0
Richard Bell,47.0,13359.2,1,4.55,8.0,2016-07-29 08:39:49,"007 Davis Squares
Flynnchester, SC 79849",Anderson Group,0
Betty Bowers,43.0,12078.39,1,6.06,6.0,2014-10-31 16:00:04,"79062 Henson Expressway
Williamsview, PR 54326-7935",Davis Ltd,0
Rebekah Burns,48.0,8513.75,1,8.24,10.0,2009-11-19 11:01:38,"81006 Armstrong Falls Suite 944
New Kellyborough, SD 34820-7157","Bruce, Craig and Fletcher",0
James Rivas,38.0,9557.2,0,4.47,8.0,2007-01-10 07:29:46,"90866 Harmon Radial
North Jennifermouth, MI 55389","Allen, Hernandez and Bryant",0
Robert Terry,44.0,6517.22,0,4.55,12.0,2010-04-23 00:50:01,"3480 Joseph Hollow
South Stanley, ME 17014-2360",Cole-Hartman,0
Christian Mann,40.0,4762.81,1,5.12,10.0,2008-03-10 01:30:38,"53545 Susan Views Suite 594
New Pamela, OK 73980-0288",Gallagher-Foster,0
Christopher Yates,45.0,6452.83,1,4.41,6.0,2012-08-20 15:56:22,"PSC 7127, Box 3035
APO AP 88800-1111","Hernandez, Middleton and Brewer",0
Cynthia Daniels,31.0,8688.21,0,3.58,7.0,2007-09-06 18:15:23,"496 Klein Ports
Quinnstad, NE 67656",Jackson-Terry,0
Kellie Ryan,32.0,12254.75,1,5.32,9.0,2014-05-26 11:13:57,"275 Patricia Hills
Ronnieborough, AK 71437-9508","Reeves, Flores and Bauer",0
David Payne,39.0,5914.3,1,2.3,9.0,2008-03-30 06:50:39,"882 Schneider Inlet
Paigeburgh, NJ 33304",Aguirre LLC,0
Henry Cook,45.0,11486.53,1,5.5,7.0,2009-12-08 00:18:10,"071 Michelle Green
New Jasonview, AL 90525-9261","Newton, Shepard and Berg",0
Jamie Moore,51.0,6114.85,1,4.7,9.0,2013-11-10 01:54:40,"435 Hernandez Inlet Apt. 727
Josephfort, RI 51403",Herrera-Dodson,0
Kimberly Lewis,52.0,11828.78,0,5.95,10.0,2013-09-17 17:17:24,"Unit 6752 Box 0928
DPO AA 53116-2490",Fischer-Garrison,0
Darren Chavez,35.0,10166.67,0,4.65,10.0,2009-11-17 17:45:03,"PSC 5667, Box 8312
APO AP 00654","Hatfield, Lane and Solomon",0
Andrea George,43.0,12691.45,0,4.45,11.0,2014-09-19 08:46:46,"9089 Jennifer Brooks Suite 571
New Lisa, WA 53342-5359","Johnson, Fields and Anderson",0
Luis Evans,45.0,9903.78,1,5.31,9.0,2009-05-19 07:17:00,"9273 Scott Springs Suite 665
Mcintyreland, DC 54306","Coffey, Lopez and Taylor",0
Jonathan Collier,46.0,10363.63,0,5.84,10.0,2016-08-10 20:11:33,"Unit 2672 Box 5909
DPO AE 56165-8636","Turner, Hodges and Turner",0
James Adkins,35.0,8475.8,0,3.37,11.0,2013-09-10 12:56:26,"2311 Henderson Centers
Conniehaven, MP 16886-3947","Taylor, Reynolds and Hoffman",0
Tamara Keith,39.0,13091.92,1,4.74,9.0,2014-01-13 13:54:31,"82367 Austin Square Suite 115
New Cheyenne, UT 08356-0301",Mueller Ltd,0
Teresa Thompson,37.0,13036.52,1,3.83,6.0,2009-02-26 12:56:01,"762 Donald Field Suite 361
South Ronald, ME 08806","Snow, Martin and Fowler",0
Andrea Ortiz,40.0,9521.35,0,5.8,9.0,2009-01-12 14:37:14,"7645 Huff Lights Suite 209
Stephenmouth, GA 01888","Barron, Tapia and Black",0
Stefanie Miranda,37.0,5039.46,0,4.08,8.0,2007-09-12 16:27:24,"002 Gutierrez Mountains
Hayesburgh, GU 73502-4691",Morrison-Pennington,0
Becky Cardenas,51.0,13762.79,0,7.52,9.0,2006-09-11 04:55:09,"9103 David Drives
Wilsonport, PA 79287",Lewis LLC,0
Maria Stanley,46.0,8941.92,1,5.43,9.0,2010-01-15 17:22:51,"17836 Julie Drives
North Thomas, MI 27198","Conner, Munoz and Wilson",0
Judy Montes,32.0,12479.72,0,4.67,8.0,2015-03-20 02:09:45,"405 Amanda Junctions
West Dustinshire, MH 84757-2573",Fischer PLC,0
Nicole Williams,41.0,9139.73,1,5.15,10.0,2011-08-21 01:38:14,"05077 Richard Lane Apt. 002
New Tracy, FM 56599-7849","Bautista, Strong and Campbell",0
Dalton Sexton,46.0,10406.58,0,7.24,11.0,2015-10-24 15:49:39,"91864 Tommy Manor Suite 933
East Tyrone, MN 86821","Hall, Taylor and Charles",0
Michael Payne,44.0,11768.65,0,5.54,7.0,2006-03-06 00:42:56,"59672 Nash Cove Apt. 855
Jeremyshire, GU 93725",Campbell-Davenport,0
Keith Bowman,46.0,14664.0,0,6.54,8.0,2012-09-30 02:34:16,"36569 Richard Run
Jacksonmouth, MN 02512",Garrett-Turner,0
Jason Phillips,46.0,8418.81,1,7.19,6.0,2014-09-29 00:31:41,"8928 Benjamin Summit Suite 264
North Samanthabury, AR 01364-7776",Davis-Bass,0
Christopher Daniels,34.0,6461.86,1,4.61,8.0,2008-10-15 13:31:12,"88563 Jeffery Manor
North Mathew, OK 19970-2973",Schultz-Newman,0
Lindsey Moreno,39.0,14317.2,0,5.03,7.0,2014-12-02 15:56:37,"38769 Zachary Road Apt. 706
Port Michaelview, MA 73304-2019",Davies-Braun,0
James Evans,42.0,4492.44,1,6.43,9.0,2013-01-16 16:29:49,"17140 Andrea Motorway Apt. 798
Amychester, WV 88972-7283",Hughes Ltd,0
Kristine Moreno,29.0,13240.01,1,4.58,6.0,2012-08-09 16:07:08,"541 Mills Rest
Lake Cynthia, PR 71752",Garcia Ltd,0
Stefanie Whitaker,35.0,7814.68,1,5.99,9.0,2013-08-27 00:56:45,"7967 Waters Way Suite 678
New Ericport, HI 48528",King-Frye,0
Monica Todd,35.0,11255.38,0,6.28,4.0,2007-04-04 08:32:31,"104 Ruben Rapid Apt. 107
New Andrea, FM 58602",Peterson PLC,0
Matthew Beck,49.0,13165.68,0,5.49,9.0,2010-02-10 17:43:27,"29322 Linda Via
Martinside, IA 14495",Taylor-Cain,0
Donna Good,37.0,12713.9,0,9.15,8.0,2009-11-23 17:54:49,"USNV Hill
FPO AE 43418","Alexander, Goodwin and Johnson",0
Sarah Flores,40.0,11527.08,1,5.04,8.0,2007-11-17 09:06:40,"USNV Morgan
FPO AE 62096-4614","Cervantes, Rice and Strickland",0
Joshua Kirby,54.0,8375.73,1,4.42,7.0,2007-10-24 03:45:18,"5079 Cole Circle
New Patriciaton, CT 49306-7555",Moore-Johnson,0
Keith Robertson,41.0,11968.78,0,5.08,6.0,2010-11-21 12:52:01,"52601 Burns Lane
West Courtney, TN 00410-3545",Spencer Group,0
Dustin Dodson,48.0,7761.2,0,7.02,9.0,2011-01-12 13:52:07,"USNV Villanueva
FPO AE 89160-6979","Serrano, Moss and Bass",0
Frances Jenkins,32.0,6367.22,1,2.84,10.0,2015-01-03 18:57:56,"80428 Harris Islands
Ethanfurt, CT 42032-8161",Boyd-King,0
Deborah Meyer,44.0,7599.36,1,6.41,6.0,2008-01-10 11:48:03,"47051 Luna Mission
North Susanchester, MH 55279-4332",Smith Group,0
Latasha Schwartz,40.0,7642.2,0,5.04,9.0,2007-11-11 17:05:06,"90098 Lloyd Drive
North Johnside, AR 39045-5361",Chambers-Wyatt,0
Ashley Jacobs,38.0,11621.67,1,6.11,9.0,2013-07-06 19:20:40,"018 Mark Centers Suite 973
Mckinneyland, VT 26361-8406",Williamson-Walker,0
Michael Brown,47.0,9365.92,1,4.37,5.0,2013-06-10 21:51:47,"4972 Michael Village Suite 788
West Rachelstad, NH 04946-6243","Smith, Diaz and Warren",0
Darlene Cain,29.0,12711.15,0,5.74,7.0,2011-08-10 21:19:55,"33852 Susan Pine Apt. 606
Lake Spencer, KY 80977",Velasquez PLC,0
Abigail Gonzalez,55.0,8243.28,0,3.54,6.0,2014-01-09 19:52:37,"325 Lawrence Crossing Suite 269
South Josephhaven, OK 53193-5178",Nelson PLC,0
Christina Martin,51.0,10269.97,1,4.85,8.0,2007-08-09 12:55:22,"43807 Barnes Bridge
Lake Richardport, AR 10206-6207","Carroll, Green and Jones",0
Robert Adams,38.0,13366.66,1,5.64,7.0,2008-06-10 21:06:16,"675 David Bypass Suite 331
West Andrea, VA 63193",Powers Ltd,0
Megan Avila,40.0,12401.58,1,5.75,9.0,2013-11-18 16:25:52,"Unit 6546 Box 3116
DPO AE 29548","Roberts, Edwards and Young",0
Ann White,43.0,8950.33,0,6.76,9.0,2008-06-25 00:45:14,"91968 Pena Stream Apt. 094
New Justin, GU 24101",Hancock LLC,0
Dr. Lauren Brown,41.0,10806.13,1,4.0,6.0,2010-01-27 13:34:33,"964 Long Road Suite 539
New Sharonmouth, ID 56171-3878",Morales PLC,0
Shane Jones,38.0,7713.12,1,5.41,9.0,2016-02-15 15:45:14,"PSC 2239, Box 8378
APO AA 67843",Wise Inc,0
Amanda Moore,40.0,12455.75,1,6.64,9.0,2010-01-03 06:33:40,"356 Vickie Vista
North Michaelstad, WA 26856","Green, Jackson and Green",0
Daniel Thompson,33.0,7492.9,0,6.71,7.0,2009-10-13 17:35:31,"243 Laura Gateway
Mitchellport, FL 53705-6256",Maldonado-Goodwin,0
Andrew Moreno,43.0,12068.39,1,3.59,7.0,2008-03-28 21:32:43,"60669 Rivera Lights Suite 982
Michaelside, AK 96751",Williams Group,0
Catherine Lucas,40.0,7837.67,1,5.66,11.0,2009-05-18 15:10:36,"979 Joel Run Suite 561
Darlenetown, WA 27272",Andrade-Cook,0
Natalie Williams,45.0,9721.59,0,3.43,9.0,2006-07-24 16:11:01,"5605 Dunn Union Suite 923
Shanefort, IL 28178-4110",Nguyen Ltd,0
Mark Gordon,41.0,10028.23,1,5.52,9.0,2007-11-25 17:41:30,"56171 Hunt Fall
Herreratown, OR 59549",Cole-Johnson,0
Mrs. Ashley Guerra,34.0,10466.56,0,5.34,7.0,2016-11-07 08:01:15,"3314 Lisa Row Suite 484
Port Stephanieview, KY 15941-8359",Garza PLC,0
Emily Roberson,36.0,12879.7,0,4.7,9.0,2013-07-08 19:24:53,"41199 Welch Stravenue Apt. 518
South Crystalshire, IA 58998-2407",Clements-Summers,0
Matthew Lane,49.0,13078.28,1,4.06,8.0,2008-02-22 10:20:36,"59446 Kaufman Trace
East Josephburgh, HI 36514","Carter, Brown and Richards",0
Darren Brown,49.0,11584.59,1,4.84,6.0,2010-05-28 21:29:01,"080 Amber Village Apt. 472
Schroederbury, AZ 32357",Hall PLC,0
Alyssa Harper DDS,45.0,9874.69,1,2.41,9.0,2006-09-04 07:20:52,"63593 Hector Mission
South Williambury, IA 79862-2416",Garza-Alexander,0
Jennifer Wood,48.0,11585.16,0,4.61,9.0,2012-03-13 03:24:04,"Unit 5568 Box 1967
DPO AE 15638","Gray, Campbell and Chandler",0
Taylor Grant,39.0,10643.67,0,5.54,10.0,2015-05-16 14:20:40,"Unit 2836 Box 5288
DPO AP 28958-4427",Barnett-Herrera,0
Ryan Brown,34.0,12397.49,0,4.93,9.0,2016-01-24 10:04:25,"91641 Wright Views
Stephenstad, MT 83238-3650","Gutierrez, Garcia and Miller",0
Peggy Allison,40.0,10780.71,1,5.33,9.0,2016-03-12 23:44:45,"913 David Mall
Hooperburgh, MT 76387",Nelson-Murray,0
Douglas Acosta,40.0,8801.13,0,7.52,6.0,2016-05-26 20:27:02,"81459 Sarah Brook Suite 370
Lake Michael, MA 20035-7310","Clayton, Ferrell and Gaines",0
Victoria Hughes,45.0,7325.93,1,6.0,6.0,2009-05-16 11:03:26,"0918 Taylor Trail Apt. 385
West Caleb, ND 20637-7455","Douglas, Briggs and Sawyer",0
Michael Knox,36.0,7342.14,0,5.51,8.0,2015-10-08 18:55:05,"0115 Carter Camp Suite 403
New Andreashire, OK 92778",Scott and Sons,0
Laura Wright,37.0,12154.25,1,5.15,6.0,2015-06-17 23:25:47,"9534 Dodson Streets
North James, TX 66878","Cunningham, Jackson and Schultz",0
Alexandra Phillips,32.0,9472.72,1,1.0,10.0,2009-03-26 05:25:30,"078 Ortega Vista
Lake Gabriella, OK 18890-5973","Smith, Harris and Black",0
Lori Medina,39.0,3676.68,1,3.52,9.0,2008-07-16 11:36:45,"PSC 1874, Box 9238
APO AP 68299","Garcia, Hansen and Austin",0
Kristin Davis,50.0,6857.29,0,4.69,6.0,2014-07-08 19:50:15,"090 Sara Track Apt. 195
Mooremouth, MP 50670","Gonzalez, Castro and Martinez",0
John Richardson,52.0,10133.36,0,4.6,7.0,2014-02-24 17:27:19,"77435 Christopher Union Apt. 871
New Christophermouth, MA 95513-2675",Martinez Inc,0
Daniel Brown,51.0,4992.6,0,3.85,8.0,2016-02-12 22:38:03,"701 Alan Corners
Port George, KY 15579-3799",Mosley Ltd,0
Eugene Rowe,50.0,12941.12,1,5.51,11.0,2015-06-23 09:54:27,"45548 Henderson Islands
Bakerside, WV 92882-7688",Powell-Parker,0
Cody Middleton,36.0,11040.16,0,4.52,8.0,2010-04-14 22:03:19,"86871 Jimenez Crest Suite 849
East Bruce, MO 68426-6342",Lawrence and Sons,0
Kevin Chapman,35.0,8058.73,0,6.88,9.0,2016-02-29 18:23:40,"40094 Manning Pass
Travisburgh, MT 80542",Ortega Group,0
Margaret Moore,44.0,10638.65,0,5.54,6.0,2010-06-04 03:04:12,"2556 Grant Points
New Christopherton, CA 76121-6565",Wright PLC,0
Edwin Young,49.0,10226.43,0,6.02,8.0,2014-02-27 10:46:12,"6467 Brett Dam
Houstonchester, DE 13162","Graham, Jones and Gonzalez",0
Teresa Bean,38.0,12020.62,0,4.41,8.0,2007-02-14 00:56:53,"4962 Christian Squares
North Belinda, OK 98156-7957",Garza LLC,0
Justin Moore,51.0,12780.22,0,6.06,7.0,2015-04-04 11:06:11,"7790 Paul Street
Sandraside, AR 55085","Callahan, Miller and Wallace",0
Sarah Morgan,51.0,6662.59,1,5.27,9.0,2009-10-03 09:42:47,"2458 Tyler Flats Suite 696
Rebeccaburgh, VA 79274",Braun-Cook,0
Amanda Hernandez,38.0,10298.29,1,5.07,9.0,2015-05-31 21:15:18,"4792 Amy Wall Apt. 296
Olsenchester, VA 69141-5857","Barry, Brown and Smith",0
Tammy Williams,52.0,9065.28,0,3.99,5.0,2009-12-13 18:17:02,"6720 Barbara Square
Christopherchester, UT 54226",Lawrence-Johnson,0
Lawrence Gordon,44.0,8817.22,1,6.53,10.0,2009-09-23 09:35:38,"4041 Wise River Suite 828
West Todd, AR 08725-4767","Austin, Roberts and Cox",0
Jodi Thompson,35.0,11391.46,1,7.59,10.0,2011-12-28 11:02:25,"4379 Sandoval Stravenue Suite 998
New Ryanberg, NM 05443-2529",Soto PLC,0
Michelle Roberts,43.0,12531.39,0,3.97,6.0,2013-04-28 05:02:18,"5351 Ford Pike Apt. 399
Ericshire, IA 72849-0011",Marshall-Ho,0
Colton Foster,43.0,9200.69,1,2.6,11.0,2012-12-25 06:18:00,"01690 Andrews Park
Wrightville, IN 00886","Jennings, Stout and Spencer",0
John Gardner,52.0,13368.21,1,4.09,9.0,2006-12-23 18:35:26,"16214 Henry Mission
Pearsonside, PR 88434","Sherman, Lopez and Moran",0
Holly Flores,47.0,15878.11,1,2.05,8.0,2012-05-21 12:56:15,"37362 Anthony Corner Suite 462
Port Saraton, ND 49109-1547",Reyes-Crawford,0
William Branch,33.0,7720.61,1,4.97,10.0,2012-04-16 07:05:14,"90937 Andres Springs Apt. 164
Lindaland, TX 51026-5011",Mullen and Sons,0
Patricia Mckinney,34.0,9270.9,0,6.19,7.0,2007-04-29 18:47:02,"04146 Ronnie Mission Suite 310
Nicoleshire, CT 39413-3387","Lewis, Green and Garcia",0
Brandon Compton,44.0,8274.32,0,5.7,8.0,2016-07-21 02:39:27,"202 Richard Extensions Apt. 994
Pamelachester, IL 73985-9604",Sanchez-Cardenas,0
Monica Hernandez,38.0,9347.47,0,8.47,8.0,2006-01-23 16:23:17,"8151 Ross Gardens Apt. 699
Randallton, NM 53386-6929",Finley-Moore,0
Kathryn Petersen,40.0,12453.72,1,4.83,9.0,2006-10-03 09:45:00,"4030 Sullivan Viaduct Apt. 877
Lake Anthony, VT 89429",Nguyen-Wright,0
Shelia Phillips,39.0,8644.07,1,4.48,8.0,2016-05-14 14:37:08,"451 David Vista Apt. 799
Danielsview, ND 69312",Norman-Holloway,0
Sally Smith,45.0,11575.84,0,5.51,9.0,2012-08-02 09:18:11,"75262 Robert Centers Apt. 728
Vanessaside, TX 96244-2416",Webb PLC,0
Joshua Huff,49.0,8268.74,1,5.21,8.0,2009-01-19 04:53:55,"064 Laurie Manor Suite 944
East Jimmy, IN 53776","Rivera, Perkins and Brown",0
Daniel Washington,54.0,12147.83,1,4.17,8.0,2013-05-14 16:58:55,"1537 Mccullough Canyon
Rodriguezview, AZ 74625-8762",Reeves-Scott,0
Joseph Anderson,48.0,8093.03,1,4.26,8.0,2016-10-12 23:20:12,"1317 Mcdaniel Plaza Suite 219
Colleenview, TX 81040-7425",Ingram LLC,0
Kylie Reynolds,28.0,9090.43,1,5.74,10.0,2014-06-18 00:45:51,"118 Natalie Islands Apt. 040
Lake Elizabeth, CO 60710",Cruz and Sons,0
Chelsea Marsh,41.0,9552.57,0,3.81,8.0,2015-02-05 06:36:19,"854 James Ranch
Smithfort, WA 12954",Wright-Olson,0
Carlos Miller,47.0,9004.44,0,3.79,8.0,2015-03-08 08:03:14,"506 Arnold Greens Apt. 335
South Kyleton, DC 78683",Weaver Inc,0
Lindsey Adams,46.0,14361.38,0,4.52,8.0,2008-07-20 08:40:26,"283 Mccarthy Fork
Hubbardfort, PW 58105-7552",Morris-Williams,0
Jerry Nguyen,36.0,8972.54,0,5.23,8.0,2009-06-16 04:20:31,"059 Angela Manor
Latashaburgh, ID 26923-6555",Glenn-Nguyen,0
Mark Ingram,44.0,11611.28,0,5.8,11.0,2007-12-01 21:35:58,"5035 Donald Points Suite 375
West Shirleyhaven, TN 41021",Smith-Lewis,0
Casey Hess,43.0,9399.92,1,4.98,8.0,2014-08-07 07:57:26,"132 Angela Station Suite 770
Hillfort, LA 66223-8625",David-Woods,0
Gary Odom,37.0,7982.38,1,4.29,8.0,2009-01-15 17:39:15,"0349 Kimberly Ridges
Michaelburgh, AK 08955",Moran Inc,0
John Snyder,36.0,6930.95,0,5.19,7.0,2013-06-01 17:31:57,"271 Rachel Village
Westport, MT 33566-5694",Hardin Group,0
Karen Wade,38.0,11667.01,0,3.8,8.0,2015-10-21 23:30:18,"726 Jackson Lakes Apt. 693
Kennethshire, NM 58470-9850",Mitchell-Clark,0
Kathleen Salazar,31.0,5387.75,0,6.83,9.0,2008-02-07 09:54:03,"226 Zimmerman Haven Suite 223
Lake Jennifer, IN 39817",Morales-Miles,0
Mary Frank,33.0,10709.39,1,5.22,6.0,2006-02-02 12:29:48,"11007 Tara Plains Apt. 842
South Amy, AK 31218","Ellison, Pace and Vaughan",0
Lisa Reid,41.0,11623.42,1,4.18,9.0,2009-12-29 17:39:03,"499 Joshua Ramp
Blankenshipmouth, AL 61436",Acosta PLC,0
Nathan Hammond,53.0,9683.85,0,5.89,8.0,2006-09-07 18:40:40,"731 Danielle Roads Suite 482
Lisaburgh, ME 92139","Smith, Burke and Gonzales",0
Theresa Terry,44.0,8819.13,1,4.38,10.0,2010-05-21 04:43:55,"2927 Butler Keys Suite 851
West Christophermouth, MS 35752-5027","Campbell, Moore and Garrett",0
John Jones,44.0,7736.13,1,4.48,8.0,2013-06-06 09:25:02,"2297 Jackson Island
Robertsfort, NH 79212-4023",Day LLC,0
Teresa Smith,45.0,7158.66,1,6.25,7.0,2006-07-24 22:52:02,"USCGC Fleming
FPO AA 06534-5672",Villarreal-Ellis,0
Heather Thompson,50.0,9248.87,0,4.56,9.0,2014-01-30 10:39:34,"896 Lewis Wells
Martinezstad, MO 12686","Jacobs, Arnold and Schwartz",0
Melanie Cain,40.0,11916.26,0,4.51,7.0,2015-01-10 00:21:48,"3046 Harrison Plains
Montgomeryberg, ID 86180",Sims and Sons,0
Kenneth Graham,50.0,9641.61,0,3.09,5.0,2010-06-09 21:23:11,"43996 Parks Spring
Hooperland, TX 05090-6018",King-Atkinson,0
Abigail Jennings,36.0,12309.23,1,4.76,9.0,2012-03-11 17:10:26,"USS Mcgrath
FPO AP 33786-7308","Simpson, Byrd and Miller",0
Andrea Ford,40.0,11362.95,0,4.37,11.0,2010-10-08 22:11:05,"2519 Martin Ports Suite 635
Martinport, AL 55438",Patton Group,0
Johnathan Gonzalez,56.0,10074.4,1,5.17,7.0,2009-10-30 02:30:39,"Unit 2030 Box 0281
DPO AE 67952-0118",Dixon PLC,0
Katie Khan,40.0,10762.29,0,5.02,7.0,2015-02-08 22:43:00,"05418 Smith Brooks
Richardfurt, DE 40166-1384","Gutierrez, Jones and Winters",0
Michelle Johnson,30.0,8874.83,0,5.56,9.0,2006-10-11 07:09:44,"844 Charles Circles Suite 483
Davisborough, MH 73164-8781","Anderson, Miller and Wilson",0
Hannah Best,51.0,5830.99,0,6.93,6.0,2011-09-21 20:54:11,"PSC 5882, Box 7573
APO AA 41758-4009",Cantrell-Paul,0
David Morrison,35.0,8297.87,0,5.42,8.0,2009-11-30 06:01:06,"7000 Jack Lights Suite 115
Owensfurt, TN 18961-6571","Carpenter, Johnson and Krueger",0
Cindy Olson,33.0,5738.82,0,7.66,7.0,2014-08-02 09:05:53,"423 Victoria Plain Suite 444
Brennanland, AL 79485-6882",Mann Ltd,0
John Jackson,41.0,11655.82,1,7.92,9.0,2007-08-30 11:59:32,"5026 Susan Extension Apt. 261
South Thomas, UT 52610","Clark, Reid and Gardner",0
Christine Livingston,47.0,7362.18,0,6.57,7.0,2012-09-20 08:19:58,"2871 Campbell Ports
Davenportmouth, MN 38485","Sellers, Hendrix and Gonzales",0
Mrs. Brittany Lopez,43.0,10938.11,0,3.21,8.0,2006-01-26 03:15:34,"2493 Robert Road
South Denise, IA 86444",Brown-Weaver,0
Paula Willis,36.0,8514.8,1,4.01,11.0,2010-08-14 10:50:22,"8191 Lopez Prairie Apt. 038
Cookefurt, DE 64637-6065",Flores-Ochoa,0
Ryan Martin,34.0,8772.26,0,5.78,9.0,2014-02-14 14:40:14,"930 Carrie Harbor Suite 044
New Adamtown, MP 74903",Jones Inc,0
Roy Case,40.0,7656.02,1,5.62,9.0,2012-01-17 14:47:42,"PSC 1326, Box 7408
APO AA 41399-9709","Jennings, Gates and Villarreal",0
Henry Krueger,41.0,10375.39,0,5.54,8.0,2007-08-30 15:27:50,"USNS Conway
FPO AE 45887",Berg PLC,0
Jaime Padilla,46.0,7684.02,1,6.24,8.0,2011-04-26 19:04:22,"48403 Anderson Fields Apt. 103
New Jasonshire, NM 49852-3578",Richardson LLC,0
Barry Gallagher,52.0,6805.48,1,6.05,9.0,2010-06-04 12:28:32,"35333 Carla Keys
Robinsonchester, CA 02095",Butler PLC,0
Andrew Young,30.0,6744.87,0,5.14,9.0,2014-04-10 03:33:41,"30316 Melissa Hills Apt. 368
Cynthiaborough, MN 06736",Morris LLC,0
